城市 ,供应商编码,数量,,仓库编码,睿配编码,特殊标识,特殊描述,下单日期,发货日期,到库日期,退回日期,价格
北京,049320_106,2,175/65 R14 82H TL ENERGY XM2 GRNX MI,bj0001,LTMIC00003,正常入库,,0,0,2016/4/21,0,0
北京,930458_107,10,185/60 R14 82H TL ENERGY XM2 GRNX MI,bj0001,LTMIC00004,正常入库,,0,0,2016/4/21,0,0
北京,394055_106,4,175/65 R15 84T TL ENERGY XM 1      MI,bj0001,LTMIC00009,正常入库,,0,0,2016/4/21,0,0
北京,086572_113,2,185/65 R15 88H TL ENERGY XM2 GRNX MI,bj0001,LTMIC00012,正常入库,,0,0,2016/4/21,0,0
北京,520111_105,4,195/55 R15 85V TL ENERGY XM2 GRNX MI,bj0001,LTMIC00015,正常入库,,0,0,2016/4/21,0,0
